y;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13
Serpent;2.14524;-1706.70372;1000.64922;-214.39048;-0.00000;Östra stationen;2.85231;-0.35040;5474.09496;-89184.93503;FALSE;FALSE;-4.29048
Serpent;-0.05829;-236.71961;1000.73889;6.26108;-0.00000;N/A;-1.03884;-2.36598;5474.38839;-89186.37316;FALSE;FALSE;0.11659
Serpent;1.31509;-571.51732;1000.32221;-131.42487;-0.00000;Slussen;0.70167;-3.88553;5474.05273;-89185.31766;FALSE;FALSE;-2.63017
Serpent;1.67212;-763.71184;1000.28932;-167.16139;-0.00000;Entrée;1.99941;-1.22487;5475.14497;-89185.54810;FALSE;FALSE;-3.34424
Serpent;1.95946;-2336.94893;1000.73707;-195.56873;-0.00000;KTH Biblioteket;-0.25586;-2.15002;5479.09500;-89187.88361;FALSE;FALSE;-3.91892
Serpent;1.68058;-1323.61879;1000.51561;-167.98410;-0.00000;Lindstedsvägen 24;2.69212;-3.05248;5474.21257;-89186.16354;FALSE;FALSE;-3.36115
Serpent;0.73420;-604.55756;1000.67194;-73.23916;-0.00000;Slussen;1.68781;-0.48845;5473.80362;-89186.79002;FALSE;FALSE;-1.46841
Serpent;0.90434;-636.42008;1000.46242;-90.30389;-0.00000;Slussen;3.52592;-0.30086;5475.44482;-89187.14483;FALSE;FALSE;-1.80867
Serpent;2.02055;-1324.64095;1000.33518;-201.86310;-0.00000;Lindstedsvägen 24;2.98682;0.09090;5474.45657;-89183.73880;FALSE;FALSE;-4.04110
Serpent;-0.72493;618.91066;1000.47785;72.68193;0.00000;Entrée;-1.68497;0.90583;5475.80622;-89184.99794;FALSE;FALSE;1.44986
Serpent;-1.68750;720.98338;1000.48228;169.03523;0.00000;Entrée;-4.15396;2.11642;5478.45298;-89188.99812;FALSE;FALSE;3.37501
Serpent;1.58964;-1483.95988;1000.65372;-158.85767;-0.00000;Lindstedsvägen 24;0.33950;-4.34874;5474.73009;-89185.75527;FALSE;FALSE;-3.17928
Serpent;0.75679;-510.08115;1000.74756;-75.43137;-0.00000;Slussen;2.59917;-0.17884;5479.24545;-89187.15739;FALSE;FALSE;-1.51358
Serpent;1.18686;-382.14347;1000.68381;-118.52269;-0.00000;Slussen;-1.57628;-1.48565;5476.25696;-89183.19244;FALSE;FALSE;-2.37372
Serpent;-1.15830;788.60168;1000.29847;115.89991;0.00000;Brinnelvägen 8;-0.50928;0.89227;5472.99999;-89185.11312;FALSE;FALSE;2.31660
Serpent;1.12498;-127.84398;1000.58378;-112.41611;-0.00000;N/A;0.45884;-1.49240;5479.28761;-89186.90419;FALSE;FALSE;-2.24997
Serpent;-0.14483;449.28396;1000.65843;14.83543;0.00000;Slussen;-1.10495;0.43769;5474.94684;-89186.92838;FALSE;FALSE;0.28966
Serpent;0.57570;-1724.51813;1000.70827;-57.23683;-0.00000;Östra stationen;2.49505;0.21389;5473.93283;-89184.89933;FALSE;FALSE;-1.15140
Serpent;0.84079;152.85119;1000.70012;-83.93288;0.00000;N/A;2.03118;0.53833;5473.27233;-89183.98394;FALSE;FALSE;-1.68158
Serpent;1.12713;-567.89951;1000.77542;-112.45274;-0.00000;Slussen;2.96852;-1.02230;5475.21588;-89185.12373;FALSE;FALSE;-2.25425
Serpent;1.35621;-1019.57275;1000.72260;-135.19619;-0.00000;Brinnelvägen 8;2.17844;1.06679;5476.37770;-89184.01445;FALSE;FALSE;-2.71242
Serpent;0.57327;-585.15690;1000.47476;-57.28680;-0.00000;Slussen;0.57576;-1.58516;5480.55039;-89188.50300;FALSE;FALSE;-1.14655
Serpent;-0.07727;155.20737;1000.93420;8.17348;0.00000;N/A;-1.44382;-1.48722;5478.59797;-89187.31510;FALSE;FALSE;0.15453
Serpent;0.24451;377.81209;1000.35406;-24.42445;0.00000;Slussen;1.20787;-2.78393;5475.82696;-89183.25476;FALSE;FALSE;-0.48902
Serpent;0.62418;-210.83916;1000.80565;-62.09516;-0.00000;N/A;1.82650;1.72095;5475.07689;-89186.32992;FALSE;FALSE;-1.24837
Serpent;0.89022;-551.22568;1000.56449;-88.88149;-0.00000;Slussen;0.98679;-2.22252;5473.54888;-89185.38778;FALSE;FALSE;-1.78045
Serpent;-0.59237;1024.79714;1000.77534;59.55523;0.00000;Brinnelvägen 8;-0.92625;1.03396;5477.15440;-89187.49839;FALSE;FALSE;1.18474
Serpent;-0.20841;-1885.63384;1000.45712;21.05015;-0.00000;Östra stationen;-0.00600;1.31013;5475.16354;-89185.38051;FALSE;FALSE;0.41682
Serpent;-0.22822;-1512.61560;1000.44085;22.97406;-0.00000;Lindstedsvägen 24;0.80813;1.57325;5473.31941;-89189.57315;FALSE;FALSE;0.45644
Serpent;0.72545;-1168.97273;1000.74292;-72.34692;-0.00000;Brinnelvägen 8;0.55485;0.69386;5478.57567;-89188.72037;FALSE;FALSE;-1.45090
Serpent;0.48777;279.88181;1000.59220;-48.38208;0.00000;Slussen;-1.00342;-0.42754;5474.92587;-89187.69097;FALSE;FALSE;-0.97554
Serpent;0.66896;86.12511;1000.44034;-66.63287;0.00000;N/A;2.45294;1.59036;5476.11332;-89184.22879;FALSE;FALSE;-1.33792
Serpent;1.56273;-759.44721;1000.50477;-155.92072;-0.00000;Entrée;1.35845;-0.98182;5475.00480;-89183.33147;FALSE;FALSE;-3.12545
Serpent;2.04589;-1169.41589;1000.38728;-204.40186;-0.00000;Brinnelvägen 8;2.30161;-2.40750;5474.84486;-89184.29162;FALSE;FALSE;-4.09177
Dragspel;0.29873;2116.49530;1000.67857;-29.68337;0.00000;KTH Biblioteket;0.65253;1.15170;5477.08985;-89186.76792;TRUE;TRUE;-0.59746
Dragspel;0.59813;2497.64706;1000.71193;-59.42965;0.00000;KTH Biblioteket;-1.30458;-0.41299;5472.62972;-89186.51926;TRUE;TRUE;-1.19627
Dragspel;-1.15877;2853.97604;1000.61602;116.19290;0.00001;KTH Biblioteket;1.42144;-1.68669;5473.92254;-89185.86295;TRUE;TRUE;2.31753
Dragspel;0.34567;2535.17174;1000.32110;-34.42988;0.00001;KTH Biblioteket;1.35358;-2.66145;5473.98647;-89187.94786;TRUE;TRUE;-0.69134
Dragspel;0.86475;2034.86101;1000.74594;-86.21644;0.00000;KTH Biblioteket;2.01548;-1.96673;5474.47067;-89185.12197;TRUE;TRUE;-1.72950
Dragspel;-0.06993;2117.60561;1000.68786;7.28946;0.00000;KTH Biblioteket;-0.57784;2.52662;5474.72484;-89184.85890;TRUE;TRUE;0.13987
Dragspel;0.57452;2238.04385;1000.42268;-57.31323;0.00000;KTH Biblioteket;0.06297;-0.29458;5473.88886;-89185.49535;TRUE;TRUE;-1.14904
Dragspel;0.60823;2400.85385;1000.52815;-60.37673;0.00000;KTH Biblioteket;1.30040;-0.79010;5475.99492;-89186.03520;TRUE;TRUE;-1.21646
Dragspel;1.62648;2292.31858;1000.63785;-162.50688;0.00000;KTH Biblioteket;0.18618;-2.10668;5471.32173;-89184.30867;TRUE;TRUE;-3.25297
Dragspel;0.25979;2269.44831;1000.63307;-25.68733;0.00000;KTH Biblioteket;0.05836;-3.98278;5475.83041;-89187.06937;TRUE;TRUE;-0.51959
Dragspel;0.89346;3057.64600;1001.09769;-88.84507;0.00001;KTH Biblioteket;1.30677;-2.34161;5475.21978;-89183.51957;TRUE;TRUE;-1.78692
Dragspel;-1.07175;2461.26264;1000.55349;107.66669;0.00000;KTH Biblioteket;-2.33705;-0.75915;5473.91205;-89186.81292;TRUE;TRUE;2.14350
Dragspel;0.82115;2213.13898;1000.75383;-81.88010;0.00000;KTH Biblioteket;1.06365;-1.21817;5473.29238;-89186.33449;TRUE;TRUE;-1.64230
Dragspel;0.08891;2309.97751;1000.82998;-8.56229;0.00000;KTH Biblioteket;1.69083;-0.78588;5472.58014;-89186.25483;TRUE;TRUE;-0.17781
Dragspel;1.61767;2088.33307;1000.39679;-161.43667;0.00000;KTH Biblioteket;1.47201;-2.36030;5473.35345;-89185.71170;TRUE;TRUE;-3.23534
Dragspel;0.94523;2685.07927;1000.89130;-94.32586;0.00001;KTH Biblioteket;0.37338;-2.63062;5473.96944;-89188.03825;TRUE;TRUE;-1.89046
Dragspel;1.41844;2525.74026;1000.71845;-141.30298;0.00001;KTH Biblioteket;1.70160;1.42110;5475.16788;-89186.50628;TRUE;TRUE;-2.83688
Dragspel;-1.53733;2972.59262;1001.00739;154.27356;0.00001;KTH Biblioteket;-0.27380;-0.25793;5477.40573;-89187.20700;TRUE;TRUE;3.07466
Dragspel;0.32957;2039.96770;1000.68543;-32.62857;0.00000;KTH Biblioteket;2.25887;-2.67608;5474.24528;-89186.14673;TRUE;TRUE;-0.65913
Dragspel;-0.64163;2288.50926;1000.67672;64.36971;0.00000;KTH Biblioteket;-0.39247;0.44921;5473.70390;-89186.22224;TRUE;TRUE;1.28326
Dragspel;-0.85230;2684.94952;1001.12234;85.80967;0.00001;KTH Biblioteket;2.38508;-2.28697;5475.52951;-89186.53115;TRUE;TRUE;1.70460
Dragspel;-1.07989;2091.68768;1000.43861;108.25690;0.00000;KTH Biblioteket;-1.36997;-0.14269;5476.12449;-89186.22732;TRUE;TRUE;2.15977
Dragspel;1.42038;735.17784;1001.01801;-141.68616;0.00000;Slussen;0.95499;-1.69662;5473.72196;-89187.80109;TRUE;FALSE;-2.84076
Dragspel;2.20176;148.68755;1000.68098;-219.83922;0.00000;N/A;2.14555;-1.41498;5473.84569;-89186.14479;TRUE;FALSE;-4.40352
Dragspel;1.64065;-183.24552;1000.64876;-163.87943;-0.00000;N/A;1.44556;-1.40314;5474.35319;-89186.41818;TRUE;FALSE;-3.28129
Dragspel;0.36849;1241.79361;1000.95239;-36.48459;0.00000;Lindstedsvägen 24;-0.44218;2.78709;5474.33681;-89186.94805;TRUE;FALSE;-0.73697
Dragspel;1.76279;427.71520;1000.88715;-175.97556;0.00000;Slussen;2.01566;-2.72062;5473.57207;-89186.54530;TRUE;FALSE;-3.52559
Dragspel;1.34161;55.10319;1000.54673;-134.07703;0.00000;N/A;2.51922;-2.62126;5475.54480;-89182.92947;TRUE;FALSE;-2.68322
Dragspel;1.23348;391.39767;1000.46073;-123.16003;0.00000;Slussen;-0.05191;-1.45663;5475.91604;-89187.08764;TRUE;FALSE;-2.46696
Dragspel;1.12726;762.51030;1000.50374;-112.31763;0.00000;Entrée;2.33349;-3.75266;5473.87124;-89187.40324;TRUE;FALSE;-2.25452
Dragspel;2.51378;-246.53142;1000.12569;-251.27992;-0.00000;Slussen;3.25347;-2.68793;5474.44808;-89186.12756;TRUE;FALSE;-5.02757
Dragspel;1.06291;212.96409;1000.99687;-105.85690;0.00000;N/A;-0.55224;-1.31087;5474.27609;-89187.00216;TRUE;FALSE;-2.12582
Dragspel;1.15000;1129.77587;1000.54429;-114.55720;0.00000;Brinnelvägen 8;3.72125;-1.01291;5475.80944;-89184.77292;TRUE;FALSE;-2.30000
Dragspel;0.13643;956.42274;1000.61025;-13.52990;0.00000;Brinnelvägen 8;-0.01765;0.05444;5474.04070;-89185.29623;TRUE;FALSE;-0.27285
Dragspel;2.92059;-623.99544;1000.75778;-291.67602;-0.00000;Entrée;1.26192;-1.96335;5474.66372;-89187.09882;TRUE;FALSE;-5.84119
Dragspel;1.78426;-62.36951;1000.79113;-178.11285;-0.00000;N/A;0.74420;-2.17710;5472.10275;-89184.00399;TRUE;FALSE;-3.56851
Dragspel;0.62441;1365.02082;1000.80319;-62.26935;0.00000;Lindstedsvägen 24;-0.58435;0.31780;5473.96353;-89184.17925;TRUE;FALSE;-1.24882
Dragspel;1.44807;1184.77474;1000.70741;-144.68491;0.00000;Brinnelvägen 8;1.41790;-4.44296;5473.61736;-89184.49857;TRUE;FALSE;-2.89614
Dragspel;3.55774;-1086.03515;1000.61987;-355.66091;-0.00000;Lindstedsvägen 24;2.27844;-2.66180;5472.16764;-89186.45666;TRUE;FALSE;-7.11547
Dragspel;0.69436;1046.53424;1000.66821;-69.28061;0.00000;Brinnelvägen 8;0.48882;0.22934;5473.76337;-89186.88609;TRUE;FALSE;-1.38873
Dragspel;2.54554;-908.49515;1000.84313;-254.10111;-0.00000;Brinnelvägen 8;1.18316;-2.55924;5473.80870;-89186.09343;TRUE;FALSE;-5.09108
Dragspel;1.21614;612.84027;1000.94667;-121.06821;0.00000;Slussen;1.58891;-3.04536;5475.36212;-89185.42580;TRUE;FALSE;-2.43227
Dragspel;1.79526;78.74304;1000.60544;-179.15669;0.00000;N/A;-0.03670;0.07009;5473.98966;-89185.71514;TRUE;FALSE;-3.59051
Dragspel;1.29963;103.47331;1000.16366;-129.86407;0.00000;N/A;0.58303;0.19881;5475.23297;-89186.49981;TRUE;FALSE;-2.59926
Dragspel;1.03700;1744.51187;1000.28561;-103.65632;0.00000;Östra stationen;2.21226;-1.45948;5472.49660;-89185.72700;TRUE;FALSE;-2.07401
Dragspel;0.64824;689.69772;1000.60051;-64.38271;0.00000;Entrée;1.94408;-1.67410;5475.59205;-89187.07853;TRUE;FALSE;-1.29649
Dragspel;1.52195;272.49848;1000.37093;-152.07540;0.00000;N/A;1.34677;-3.27757;5474.42858;-89187.75321;TRUE;FALSE;-3.04390
Dragspel;2.79797;178.03724;1000.60340;-279.75115;0.00000;N/A;2.96347;-3.44353;5472.34370;-89186.58525;TRUE;FALSE;-5.59594
Dragspel;1.15316;191.82843;1000.75834;-114.91479;0.00000;N/A;-1.26858;-2.32803;5474.91389;-89187.02071;TRUE;FALSE;-2.30631
Dragspel;1.58895;-60.52650;1000.68957;-158.46855;-0.00000;N/A;1.85938;-1.51695;5475.65370;-89186.14974;TRUE;FALSE;-3.17790
Dragspel;2.35563;-996.42594;1000.59000;-235.32138;-0.00000;Brinnelvägen 8;3.23476;-4.81662;5473.08286;-89186.09789;TRUE;FALSE;-4.71126
Dragspel;1.74171;279.31728;1000.09920;-174.11975;0.00000;N/A;2.51307;-3.03694;5474.47871;-89185.06931;TRUE;FALSE;-3.48343
Dragspel;2.79243;1622.51429;1000.36861;-279.20448;0.00000;Lindstedsvägen 24;2.64425;-2.86946;5473.10123;-89187.73355;TRUE;FALSE;-5.58485
Dragspel;2.25373;-570.37511;1001.17294;-224.81530;-0.00000;Slussen;1.61081;-2.58109;5471.19189;-89184.08295;TRUE;FALSE;-4.50745
Dragspel;2.38528;-434.39044;1000.92335;-238.27317;-0.00000;Slussen;3.37111;-1.79545;5473.45731;-89185.14922;TRUE;FALSE;-4.77056
Dragspel;1.22281;-193.98449;1000.43211;-122.02380;-0.00000;N/A;1.66868;-0.49774;5472.53956;-89185.10938;TRUE;FALSE;-2.44562
Dragspel;0.99738;1002.82314;1000.31764;-99.48958;0.00000;Brinnelvägen 8;2.89804;-1.40188;5471.92280;-89184.89558;TRUE;FALSE;-1.99476
Dragspel;2.51696;-441.00042;1000.93672;-251.20206;-0.00000;Slussen;2.71030;-1.45111;5475.52024;-89185.51925;TRUE;FALSE;-5.03393
Dragspel;2.20444;538.63983;1000.15357;-220.36292;0.00000;Slussen;2.04236;-3.56750;5474.40659;-89186.08138;TRUE;FALSE;-4.40888
Dragspel;2.39942;-295.81086;1000.96607;-239.47116;-0.00000;Slussen;2.14692;-1.90636;5473.61297;-89185.82848;TRUE;FALSE;-4.79884
Dragspel;-0.29555;1706.20201;1000.71558;30.07940;0.00000;Östra stationen;-0.30780;0.45235;5475.47109;-89186.55770;TRUE;FALSE;0.59110
Dragspel;0.80614;1833.71793;1000.45104;-80.51623;0.00000;Östra stationen;3.00618;-1.21778;5474.08169;-89185.53393;TRUE;FALSE;-1.61227
Dragspel;0.63453;373.36583;1000.97518;-62.94258;0.00000;Slussen;2.38874;-2.18571;5470.62195;-89184.73919;TRUE;FALSE;-1.26906
Dragspel;1.34066;640.42387;1000.63316;-133.91826;0.00000;Slussen;2.00910;-1.86298;5474.24077;-89186.35611;TRUE;FALSE;-2.68132
Dragspel;0.89893;597.92753;1000.84248;-89.38350;0.00000;Slussen;4.08506;-3.38014;5473.80112;-89184.61472;TRUE;FALSE;-1.79785
Dragspel;-0.31208;1458.92378;1000.66337;31.68892;0.00000;Lindstedsvägen 24;0.17251;-1.46128;5475.33720;-89185.72184;TRUE;FALSE;0.62415
Dragspel;2.24621;117.92847;1001.00426;-224.30027;0.00000;N/A;1.61471;-3.61680;5475.34682;-89187.08611;TRUE;FALSE;-4.49243
Dragspel;0.70249;577.45804;1000.86616;-69.91865;0.00000;Slussen;-0.46310;-3.02343;5473.59932;-89185.27356;TRUE;FALSE;-1.40498
Dragspel;0.60082;1257.86725;1001.22370;-59.51602;0.00000;Brinnelvägen 8;1.96972;-2.15065;5472.61005;-89184.40394;TRUE;FALSE;-1.20163
Dragspel;1.52793;347.30587;1000.77547;-152.28681;0.00000;N/A;1.44350;-0.41148;5473.21109;-89185.35601;TRUE;FALSE;-3.05585
Dragspel;1.72141;479.58648;1000.11448;-172.04496;0.00000;Slussen;5.09565;-1.13640;5475.79360;-89185.91059;TRUE;FALSE;-3.44282
Dragspel;0.30285;869.45826;1000.58438;-30.13866;0.00000;Entrée;1.61246;-1.23294;5473.84073;-89186.83387;TRUE;FALSE;-0.60571
Dragspel;1.30093;-279.12304;1000.75076;-129.96531;-0.00000;Slussen;1.46513;-1.54926;5474.01323;-89184.23421;TRUE;FALSE;-2.60186
Dragspel;1.84927;626.76250;1000.49751;-184.70215;0.00000;Slussen;3.05959;-2.13373;5472.82508;-89187.22817;TRUE;FALSE;-3.69854
Dragspel;1.13977;673.54308;1001.27560;-113.37507;0.00000;Slussen;0.07059;-2.07659;5474.17578;-89186.24573;TRUE;FALSE;-2.27954
Dragspel;1.47308;718.53414;1000.40569;-146.99827;0.00000;Slussen;-1.40040;-1.93930;5473.22639;-89185.20058;TRUE;FALSE;-2.94615
Dragspel;1.51664;210.24536;1000.51495;-151.45090;0.00000;N/A;2.12827;-0.17393;5474.15947;-89184.80355;TRUE;FALSE;-3.03328
Dragspel;1.88201;-232.63680;1000.57539;-187.86142;-0.00000;Slussen;3.59099;-0.45495;5472.19459;-89186.57372;TRUE;FALSE;-3.76403
Dragspel;2.71040;-1252.52514;1001.13723;-270.45647;-0.00000;Lindstedsvägen 24;1.43139;-1.90811;5473.24982;-89186.02490;TRUE;FALSE;-5.42081
Dragspel;1.33503;-104.01393;1000.85285;-132.93904;-0.00000;N/A;0.66610;-0.40357;5475.80353;-89185.28205;TRUE;FALSE;-2.67005
Dragspel;0.50532;597.15185;1000.74185;-50.00162;0.00000;Slussen;1.91379;-0.14341;5472.61177;-89186.81543;TRUE;FALSE;-1.01064
Dragspel;1.03244;1612.63284;1001.08866;-102.85309;0.00000;Östra stationen;-1.78665;-1.74470;5473.47522;-89186.71418;TRUE;FALSE;-2.06489
Dragspel;1.28626;178.36596;1000.37123;-128.44463;0.00000;N/A;0.97105;-2.29263;5475.09499;-89186.67875;TRUE;FALSE;-2.57252
Dragspel;1.31155;122.47000;1000.52753;-131.00382;0.00000;N/A;2.70281;-1.24903;5470.81634;-89185.72555;TRUE;FALSE;-2.62310
Dragspel;1.37148;421.19646;1000.41508;-137.10567;0.00000;Slussen;1.90171;-1.86068;5474.48634;-89183.92639;TRUE;FALSE;-2.74296
Dragspel;0.93808;400.20111;1000.93139;-93.31358;0.00000;Slussen;2.63465;-2.13706;5474.27853;-89186.63446;TRUE;FALSE;-1.87617
Dragspel;0.44099;1102.86439;1000.65045;-43.70080;0.00000;Brinnelvägen 8;1.00308;0.15094;5472.84152;-89188.82277;TRUE;FALSE;-0.88197
Dragspel;0.59898;1338.46688;1000.94219;-59.43453;0.00000;Lindstedsvägen 24;-0.22369;0.78216;5473.08871;-89186.83182;TRUE;FALSE;-1.19795
Dragspel;3.69039;-664.01417;1000.12372;-369.00482;-0.00000;Entrée;2.72265;-2.97185;5473.85386;-89186.39545;TRUE;FALSE;-7.38078
Dragspel;1.71257;942.42263;1000.95545;-170.97921;0.00000;Entrée;2.40124;-1.04156;5473.81973;-89185.09426;TRUE;FALSE;-3.42515
Dragspel;3.15444;155.02349;1000.74288;-315.11745;0.00000;N/A;3.36410;-1.32018;5473.20112;-89185.93406;TRUE;FALSE;-6.30888
Dragspel;0.15064;1788.68951;1000.29448;-14.91311;0.00000;Östra stationen;1.76369;-0.13146;5474.07307;-89185.60454;TRUE;FALSE;-0.30128
Dragspel;0.54951;625.51108;1000.54048;-54.81372;0.00000;Slussen;1.09513;-0.04789;5473.15006;-89183.49699;TRUE;FALSE;-1.09902
Dragspel;1.76497;274.40996;1000.55136;-176.23973;0.00000;N/A;-0.23464;-2.01091;5473.86380;-89187.48342;TRUE;FALSE;-3.52994
Dragspel;1.27036;523.39691;1000.76150;-126.61078;0.00000;Slussen;2.20508;-0.61936;5471.43439;-89188.25636;TRUE;FALSE;-2.54072
Dragspel;1.94772;811.72739;1000.31586;-194.54840;0.00000;Entrée;3.43075;-4.90759;5472.81973;-89187.00265;TRUE;FALSE;-3.89543
Dragspel;2.79814;399.77293;1000.87916;-279.28255;0.00000;N/A;3.58256;-2.27200;5471.36241;-89185.87642;TRUE;FALSE;-5.59628
Dragspel;1.83227;208.72503;1000.17887;-183.12444;0.00000;N/A;4.39488;-3.60083;5473.54180;-89186.63779;TRUE;FALSE;-3.66454
Dragspel;0.21011;1021.96080;1000.74789;-20.54102;0.00000;Brinnelvägen 8;0.47290;-1.18775;5474.71967;-89186.88858;TRUE;FALSE;-0.42022
Dragspel;1.05803;1332.92130;1000.61608;-105.55573;0.00000;Lindstedsvägen 24;0.66873;-2.68713;5473.95417;-89184.27437;TRUE;FALSE;-2.11606
Dragspel;2.72441;-809.89877;1000.63452;-272.26438;-0.00000;Entrée;-0.05577;1.15031;5474.92657;-89186.12582;TRUE;FALSE;-5.44881
Dragspel;0.46985;621.46405;1000.93154;-46.54757;0.00000;Slussen;-0.37835;1.52860;5471.81814;-89184.61398;TRUE;FALSE;-0.93969
Dragspel;-0.55443;1599.65284;1001.04818;55.98571;0.00000;Östra stationen;-1.59580;1.26212;5473.76306;-89185.22619;TRUE;FALSE;1.10887
Dragspel;1.42205;-382.44099;1000.76537;-141.81015;-0.00000;Slussen;1.64292;-3.09868;5474.34889;-89185.69772;TRUE;FALSE;-2.84409
Dragspel;1.92049;-773.51068;1001.00278;-191.54171;-0.00000;Entrée;1.15669;-2.36148;5474.16269;-89186.55079;TRUE;FALSE;-3.84097
Dragspel;1.92906;314.62851;1000.43827;-192.73059;0.00000;N/A;1.27439;-2.04149;5474.33928;-89185.62919;TRUE;FALSE;-3.85812
Dragspel;3.51709;-904.07685;1000.91200;-351.34680;-0.00000;Brinnelvägen 8;1.88183;-4.84748;5476.21401;-89187.28123;TRUE;FALSE;-7.03419
Dragspel;0.92650;843.54570;1000.83789;-92.42457;0.00000;Entrée;0.83007;-0.57631;5472.59991;-89184.66730;TRUE;FALSE;-1.85300
Dragspel;1.08279;260.52196;1000.38372;-108.10715;0.00000;N/A;0.50066;-0.49163;5472.41546;-89186.27484;TRUE;FALSE;-2.16558
Dragspel;1.58627;501.75935;1000.93397;-158.05597;0.00000;Slussen;1.75907;-0.49508;5471.98047;-89185.87956;TRUE;FALSE;-3.17254
Dragspel;1.72736;-638.91636;1000.31070;-172.52774;-0.00000;Entrée;3.73449;-2.24947;5472.92161;-89185.47882;TRUE;FALSE;-3.45471
Dragspel;0.85907;656.03830;1000.80595;-85.79841;0.00000;Slussen;2.02723;-2.49657;5473.20733;-89184.79752;TRUE;FALSE;-1.71814
Dragspel;4.44606;-280.38953;1001.18548;-444.08822;-0.00000;Slussen;3.88084;-3.56482;5473.06963;-89187.29266;TRUE;FALSE;-8.89212
Dragspel;3.00331;60.52768;1000.49845;-300.07100;0.00000;N/A;1.78901;-1.47147;5473.52842;-89184.94987;TRUE;FALSE;-6.00663
Dragspel;1.15121;584.21671;1000.72537;-114.88013;0.00000;Slussen;0.59078;-3.61102;5473.51679;-89186.94536;TRUE;FALSE;-2.30242
Dragspel;1.64825;-285.76123;1000.45663;-164.68541;-0.00000;Slussen;1.60340;-1.58359;5473.35782;-89185.81803;TRUE;FALSE;-3.29651
Dragspel;1.24811;711.99188;1000.53028;-124.33532;0.00000;Slussen;-0.17275;0.14045;5471.00980;-89185.87141;TRUE;FALSE;-2.49622
Dragspel;1.71290;-28.24922;1000.58220;-171.11272;-0.00000;N/A;3.96306;-4.39046;5474.85832;-89185.80438;TRUE;FALSE;-3.42580
Dragspel;2.22974;1045.44946;1001.15470;-222.40130;0.00000;Entrée;1.76242;-1.06050;5473.94066;-89185.45968;TRUE;FALSE;-4.45949
Dragspel;2.51084;-494.97917;1000.47428;-250.82263;-0.00000;Slussen;2.50277;-1.15783;5475.68898;-89185.88468;TRUE;FALSE;-5.02169
Dragspel;1.09602;79.29308;1000.92914;-109.07827;0.00000;N/A;2.75703;0.96960;5473.57774;-89185.47965;TRUE;FALSE;-2.19205
Dragspel;2.05906;-283.73228;1000.60977;-205.71041;-0.00000;Slussen;5.90022;-2.02119;5472.54952;-89183.30288;TRUE;FALSE;-4.11812
Dragspel;1.59117;-372.95932;1000.92846;-158.57031;-0.00000;Slussen;0.64978;-1.05749;5475.05989;-89185.72713;TRUE;FALSE;-3.18234
Dragspel;1.96706;168.96226;1000.89669;-196.41407;0.00000;N/A;1.51334;-2.35853;5474.19414;-89186.47458;TRUE;FALSE;-3.93412
Dragspel;1.94619;-222.26190;1000.90764;-194.09208;-0.00000;Slussen;2.38127;-1.65910;5474.34115;-89185.00134;TRUE;FALSE;-3.89239
Dragspel;0.89637;111.59253;1000.74860;-89.39658;0.00000;N/A;-0.82015;-0.34635;5473.47841;-89187.24233;TRUE;FALSE;-1.79274
Dragspel;2.42533;59.98701;1000.67192;-242.13464;0.00000;N/A;4.92324;-2.67375;5476.12082;-89185.27049;TRUE;FALSE;-4.85065
Dragspel;1.97802;-823.34642;1000.05556;-197.77191;-0.00000;Entrée;0.57387;-2.57015;5474.94726;-89187.92642;TRUE;FALSE;-3.95604
Dragspel;1.36070;-274.88805;1000.54493;-135.90775;-0.00000;Slussen;-1.16528;0.54537;5472.09375;-89186.82805;TRUE;FALSE;-2.72141
Dragspel;1.56234;-309.31721;1000.74188;-155.87543;-0.00000;Slussen;2.44761;-2.34631;5472.64416;-89186.42547;TRUE;FALSE;-3.12469
Dragspel;1.72452;31.39655;1000.81033;-172.03542;0.00000;N/A;1.75737;-3.06325;5475.08073;-89186.37147;TRUE;FALSE;-3.44903
Dragspel;0.66144;1379.92140;1000.53913;-65.72419;0.00000;Lindstedsvägen 24;-0.77159;1.35740;5473.89253;-89184.33599;TRUE;FALSE;-1.32288
Dragspel;1.67980;946.47421;1000.40476;-167.72210;0.00000;Entrée;0.26487;-0.26335;5472.95400;-89185.99586;TRUE;FALSE;-3.35960
Dragspel;1.77813;-238.51974;1000.82973;-177.43180;-0.00000;Slussen;0.13828;-3.56020;5474.01765;-89184.82573;TRUE;FALSE;-3.55625
Dragspel;0.78610;331.22745;1000.79518;-78.31643;0.00000;Slussen;-1.62734;1.26315;5472.41730;-89186.67946;TRUE;FALSE;-1.57220
Dragspel;1.00259;632.00894;1000.48200;-100.08639;0.00000;Slussen;-3.97707;1.84252;5472.03838;-89185.71325;TRUE;FALSE;-2.00518
Dragspel;0.05882;1058.13456;1000.57158;-5.41228;0.00000;Brinnelvägen 8;0.24956;-0.70100;5474.99877;-89184.94060;TRUE;FALSE;-0.11764
Dragspel;3.20040;-860.36912;1001.22356;-319.51322;-0.00000;Brinnelvägen 8;4.19887;-3.69077;5474.67046;-89186.70050;TRUE;FALSE;-6.40080
Dragspel;0.71632;469.22729;1001.17364;-71.03889;0.00000;Slussen;-0.09705;-0.57786;5474.23688;-89187.22436;TRUE;FALSE;-1.43265
